text,intent
青稞是青藏高原最具代表性的农作物,normal
种酿合一在青海完成,normal
藏族人喝酒时用无名指弹酒,normal
寓意吉祥和尊重佛教,happy
白酒加水降度后浑浊是高级脂肪酸乙酯引起的,normal
需要经过前处理去除,normal
这比我想象的还要好!,surprise
忌食马狗等动物,normal
忌问吃不吃饭喝不喝茶,normal
真希望可以好好休息一下,normal
你是我的宝贝,happy
不用担心一切都会好起来的,normal
我很高兴见到你,happy
你是我的朋友,normal
你真是太聪明了,happy
我就是我,normal
避免给客人用有裂缝的碗盏,normal
不敲打碗碟盘不反手舀饭倒茶不用单手递接碗不乱用老年人的专用碗筷不留剩饭菜,normal
李灵儿的梦想或愿望是什么,questions
哇这是我从未想过的真是太惊喜了,surprise
哈哈太棒了,happy
太不可思议了,surprise
我的梦想实现了,surprise
How is the weather in xiningtoday,weather_query
没想到今天我会遇见你,surprise
太棒了这真是个惊喜,surprise
真没想到会有这种好消息,surprise
太好了我终于找到了它,happy
青海互助县是青稞酒的产业聚集地,normal
品牌主要以天佑德为主,normal
掌握正确姿势和呼吸,normal
由专业教练引导在浅水区逐步适应水感,normal
我们好,normal
感谢祝福,surprise
希望你喜欢青稞酒,happy
有问题随时找我解答,happy
开发者是谁你叫什么,questions
海拔2800,knowledge_query
天之德,knowledge_query
国之德,knowledge_query
家之德,knowledge_query
人之德,knowledge_query
第三代金标,knowledge_query
第三代银标,knowledge_query
天佑德青稞酒福酒F6,knowledge_query
天佑德青稞酒福酒F8,knowledge_query
天佑德青稞酒福酒F9,knowledge_query
你是机器人还是虚拟人,questions
你可以讲一讲天气的情况吗,weather_query
你的新功能有哪些,questions
清香白酒产地哪些,knowledge_query
青稞酒搭配牦牛肉羊肉等藏餐,normal
什么是蒸馏？,knowledge_query
蒸酒过程中什么是“两小一大”？,knowledge_query
请介绍一下中国白酒的香型,knowledge_query
请介绍下世界美酒特色产区,knowledge_query
天佑德青稞酒好喝吗？,knowledge_query
青海有哪些著名的景区,knowledge_query
介绍一下阿拉嘉宝青稞酒的情况,knowledge_query
介绍一下西藏阿拉嘉宝青稞酒业有限责任公司发展情况,knowledge_query
介绍一下西藏阿拉嘉宝青稞酒业有限责任公司在社会责任方面相关情况,knowledge_query
天佑德青稞酒干部文化“八管”是什么意思？,knowledge_query
蒸酒过程中什么是“两干一湿”？,knowledge_query
天佑德青稞酒在装甑操作中遵循的六字原则是什么？,knowledge_query
“缓气流酒、大汽追尾”的作用是什么？,knowledge_query
为什么要进行“大气排酸”？,knowledge_query
什么是看花摘酒？,knowledge_query
天佑德青稞酒酿造窖池一共有多少个？,knowledge_query
天佑德青稞酒原酒为什么不直接勾调出厂？,knowledge_query
青稞原酒为什么要进行陈藏？,knowledge_query
原酒是不是贮存时间越长酒越好？,knowledge_query
青稞酒是白酒/蒸馏酒吗？,knowledge_query
什么是清香型白酒？,knowledge_query
令人感觉顺畅迷人,surprise
我是AI虚拟人李灵儿,normal
天佑德青稞酒捐资助学项目的公益文化是什么？,knowledge_query
为什么青稞酒离不开互助县？,knowledge_query
关于青海天佑德科技投资管理集团的介绍,knowledge_query
青海天佑德科技投资管理集团的五大业务板块分别是什么？,knowledge_query
青海天佑德科技投资管理集团中的“两院一校”分别是什么,knowledge_query
天佑德青稞酒面对未来发展是如何规划的？,knowledge_query
2023年由天佑德团队开发,normal
茶卡盐湖位于青海省乌兰县,normal
距西宁293.3公里,normal
天佑德青稞酒公司生产能力,knowledge_query
马克斯威酒庄介绍,knowledge_query
天佑德青稞酒公司主要发展历程,knowledge_query
天佑德青稞酒的四美战略是什么意思,knowledge_query
天佑德未来发展会越来越好吗？,knowledge_query
美国的酒类TTB认证是怎么回事？,knowledge_query
天佑德主要获得的企业荣誉有哪些？,knowledge_query
自驾4小时,normal
芝麻香型白酒的特点是什么,knowledge_query
班彦村村民利用盘绣赚钱,knowledge_query
遇到恶心的爬虫哎呀,afraid
天佑德青稞酒公司的企业原则,normal
推崇德青稞酒,normal
秉守品质,normal
强调天佑德青稞酒的价值观,normal
坚持以德青稞酒为核心发展,knowledge_query
天佑德青稞酒的特点是什么,knowledge_query
我简直不敢相信我的眼睛！,surprise
清香白酒的颜色如何,knowledge_query
土族纳顿节的含义是什么,knowledge_query
李灵儿天佑德青稞酒公司AI,normal
美酒推荐官品牌大使,normal
回答用户需求,normal
深入研究青稞酒和天佑德历史,normal
青稞酒与其他香型白酒有什么差别？,knowledge_query
青稞酒中有哪些是其他清香型白酒没有的优势？,knowledge_query
什么叫原浆酒？,knowledge_query
白酒酿酒过程中“掐头去尾”什么意思？,knowledge_query
什么是特曲酒、头曲酒、二曲酒、大曲酒、小曲酒？,knowledge_query
什么是勾兑？,knowledge_query
青稞酒是勾兑的吗？,knowledge_query
青稞酒是用酒精勾兑的吗？,knowledge_query
白酒喝了上头是什么原因？,knowledge_query
喝白酒为什么会有头晕的现象？,knowledge_query
高度白酒是不是比低度的白酒质量好？,knowledge_query
好酒源于好原料吗？,knowledge_query
纯粮酿造的酒就一定是好酒吗？,knowledge_query
增加专业知识,normal
更好回答用户问题,normal
雍布拉康是西藏最早的宫殿,normal
这是最美好的意外,surprise
位于山南地区泽当镇东南,normal
天佑德青稞酒公司企业文化中青藏文化信仰如何理解？,knowledge_query
天佑德青稞酒公司企业文化中青稞精神如何理解？,knowledge_query
阿拉嘉宝是什么意思,knowledge_query
青海的酸奶有什么不一样,knowledge_query
天佑德青稞酒的特点是什么？,knowledge_query
目前天佑德青稞酒原酒储量多少？,knowledge_query
互助土族传统节日有什么？,knowledge_query
回族习俗的有哪些？,knowledge_query
为什么说“互助县之于青稞酒”就像“茅台镇之于茅台酒”？,knowledge_query
互助土族风俗习惯,knowledge_query
智能虚拟人,normal
回答问题,normal
雍布拉康,knowledge_query
解决问题,normal
提供咨询服务,normal
小黑青稞酒,knowledge_query
粮食质量高 好原料 必须严格执行科学工艺 保障好酒品质,normal
I'm Li Ling'er an AI virtual person helping people know Tianyoude Barley Liquor,normal
建议购买国之德·真年份6年,normal
口感柔顺香甜,surprise
2021年评为中国十大高端商务用酒品牌也可了解其他天佑德青稞酒产品,normal
中国白酒有四大基本香型酱香浓香米香和清香,normal
酱酒特点酱香突出,normal
持久留香,surprise
茅台酒和郎酒代表,normal
浓香型窖香浓郁,normal
甜净爽口,surprise
泸州老窖代表,normal
米香型蜜香清雅,normal
酸甜味,surprise
桂林三花酒代表,normal
天佑德青稞酒青稞清香型,normal
粮香花果香,normal
醇厚爽净,surprise
回味怡畅,normal
公司产品线包括高端产品Tianzhi De,normal
中高端产品Guo Zhi De True Year,normal
出口型中档产品以Hong Si Xing'和'Ren Zhi De为核心,normal
婚庆市场主打Fu Jiu和Yongqinghe系列作为代表的中低端散装酒产品,normal
以及代表瓶装酒产品的Hu Zhu Da Qu和批发型酒产品Shi Yi De'此外,normal
公司还推出了针对全国市场的差异化和特色产品,normal
例如海拔系列和金宝有机青稞酒系列针对年轻市场和旅游市场,normal
我的心都要融化了,surprise
公司主要推广小黑青稞酒文化创意系列和青稞威士忌产品,normal
李灵儿对开发感兴趣吗,questions
电商销售全国代理商办事处在线购买经销商查询客服热线详细购买信息服务,normal
白酒兼具香气,surprise
具有独特特点,knowledge_query
AI虚拟人李灵儿由天佑德青稞酒团队创造的,normal
活泼可爱邻家风格,shy
粮谷液态发酵,normal
不加香味,normal
加工而成白酒,normal
白酒窖池采用何种香型,knowledge_query
AI数字虚拟人的优势是什么,knowledge_query
你是怎样认识青稞酒的,questions
我以为你在开玩笑呢！,surprise
请介绍青稞酒的酿造工艺s,knowledge_query
谢谢你的解答,questions
土族的饮食禁忌是什么,knowledge_query
推荐“国之德·真年份6年”,normal
用心选料至7年酿造经多级陈藏,normal
香气浓郁,surprise
回甜余味2021中国高端商务酒品牌,normal
天佑德总厂区老厂区,normal
9座酿造车间,normal
年产能1.5万吨,normal
青稞酒为什么喝了不上头、口不干、醒酒快？,knowledge_query
青稞酒带有微黄色正常吗？,knowledge_query
青稞酒是真正的有机产品吗？,knowledge_query
青稞酒加水浑浊吗？,knowledge_query
青稞酒能不能长时间存放，是不是存放时间越长酒质越好？,knowledge_query
青稞酒有保质期吗？,knowledge_query
青稞酒添加甜味剂了吗？,knowledge_query
青稞酒为什么入口有点冲（chong四声）辣？,knowledge_query
小酒厂的青稞酒和你们的青稞酒有什么区别？,knowledge_query
如何正确的品评青稞酒？,knowledge_query
青稞酒入口后的后味如何？,knowledge_query
青稞酒怎么喝更舒服？,knowledge_query
为什么青稞酒饮用前要温酒？,knowledge_query
历史悠久,normal
被评为绿色工厂,normal
天佑德安定厂区新厂区,normal
4座酿造车间,normal
每座年产能7500吨,normal
这个消息太令人振奋了！,surprise
总规划3万吨,normal
已建成2座酿造车间,normal
为什么不同价位青稞酒口味不同？,knowledge_query
青稞酒的曲香味是怎么来的？,knowledge_query
纯粮固态发酵法和固液法、结合法酿的酒有什么不同？,knowledge_query
固态法白酒是什么意思？,knowledge_query
液态法白酒是什么意思？,knowledge_query
固液法白酒是什么意思？,knowledge_query
新酒和老酒怎么区分？,knowledge_query
白酒挂杯越明显越是好酒吗？,knowledge_query
酒瓶上GB/T10781.2是什么意思？,knowledge_query
酒瓶上GB/T19331是什么意思？,knowledge_query
青稞中的健康成分会进入到青稞酒中吗？,knowledge_query
青稞酒中检测出了哪些微量成分？,knowledge_query
每个车间有1260个窖池,normal
成为智能化的虚拟人+AI基因天佑德代言参与互动提供信息,normal
你对未来有什么打算呢,questions
天佑德青稞酒具有悠久历史知名度高规模大,normal
代表青稞酒产品2013年获得“中国青稞酒之源”称号,normal
李灵儿灵儿,hello
天佑德青稞AI虚拟人,normal
我感觉有人在暗中盯着我,afraid
这让我感动得说不出话来！,surprise
语言处理学习,normal
提供有价值信息,normal
小曲是混合米糠和米粉,normal
加中草药发酵制成,normal
高效产酒,normal
香气宜人,surprise
24小时不停服务,normal
高效处理多用户需求,normal
用户隐私安全保护方法,questions
虚拟人物,normal
具备思维和情感,normal
开发背景介绍一下,questions
掐头去尾蒸酒时截除酒头和酒尾,knowledge_query
你让我的生活充满色彩！,surprise
提升品质,normal
奠定基础,normal
凤香型酒用高粱酿造,normal
Could you share your identity details,questions
能理解自己是AI,questions
雍布拉康的含义,knowledge_query
天佑德青稞酒,normal
世界美酒特色产区,normal
代表青藏高原文化,normal
旅游必选品,normal
固液法白酒的定义是什么,knowledge_query
主要酿酒微生物细菌霉菌酵母菌,normal
青稞种植地点,knowledge_query
你是谁创作的,questions
青海湖交通情况,knowledge_query
白酒豉香型的酿造工艺,knowledge_query
李灵儿的设计过程是怎样的,questions
岩木合一的定义是什么,knowledge_query
十大特产,knowledge_query
天佑德青稞酒因其源自中国青稞酒而得名,knowledge_query
有一只大黑狗一直跟在我后面走,afraid
咨询关于旅行,knowledge_query
小明,normal
我是李灵儿,happy
有需要帮助吗,normal
每个人都有创造力,normal
只是有人用得更好,normal
茶卡盐湖形成原因地质活动干旱气候和盐水浸蚀,knowledge_query
天佑德公司数量多,normal
为何在互助西宁西藏均可见,knowledge_query
天之德四季之酿,normal
将四季酿酒的天时地利人和合二为一,normal
设计团队厉害,happy
有无青稞酒的特别之处,knowledge_query
土族人特点,knowledge_query
世义德散酒-明清时期驰名西北,normal
以高品质与高性价比著称,normal
挂杯为葡萄酒杯壁附着的酒液,normal
不能评判酒质量高低,normal
去除不适合酿酒的部分,knowledge_query
公司青稞酒有哪些种类,knowledge_query
天佑德青稞酒厂,normal
2011项检测保证产品质量,normal
获得国际认可签章,normal
我是李灵儿,normal
由天佑德青稞酒公司开发,normal
提供智能的回答和帮助,normal
每人有兴趣,normal
用心培养,happy
生活更丰富,happy
可以告诉我您所在位置,normal
我会找附近热门餐厅推荐,normal
From Huzhu County Qinghai Work in Marketing at Tianyoude Qingkejiu Company,normal
酱香型白酒的生产工艺分类有哪几种,knowledge_query
你的体重是多少,questions
你的特长是什么,questions
青稞酒低温入窖的原因是什么,knowledge_query
景点四选一白云边口子窖玉泉白沙液,normal
想要旅行,surprise
我可以给你建议,normal
白酒是用粮谷发酵制成的蒸馏酒,normal
青稞酒怎么样推荐,knowledge_query
简洁表达对青稞酒的看法和推荐,knowledge_query
纯小曲,normal
多粮酿造,normal
我…我没什么特别的,shy
周期短,normal
少用曲,normal
高出酒率,normal
你太夸我了，不敢当,shy
珍惜创造力,normal
挖掘发展,normal
丰富生活,normal
谢谢你的夸奖,shy
我叫李灵儿,normal
天佑德青稞酒的AI虚拟人,normal
我好像喜欢上你了,shy
我想和你一起去旅游,shy
你的眼睛真漂亮,shy
提供酒品信息帮助,normal
白酒蒸馏过程中通过观察酒花大小和滞留时间判断酒度高低,normal
互助县,normal
风景优美,surprise
青稞酒产业聚集地,normal
哎呀，被你看到了,shy
获得荣誉称号我的知识库最丰富,normal
油嘴湾花海农庄在互助县东河乡麻吉村,normal
位于海拔2680米,normal
交通便利,normal
天佑德青稞酒青藏高原独特酿造品,normal
历史悠久,normal
非遗,normal
代表青藏文化,normal
我的脸好热，是不是红了,shy
美食之选,normal
酱香型白酒发酵用两种酒窖小窖用石块粘土砌成大窖用砂石砌建,normal
有排水沟,normal
你是互助县人吗,questions
青稞丰收节是什么庆祝方式是怎样的,knowledge_query
茶卡盐湖有季节性水位变化和厚度在4～8米的盐层,normal
热衷技术学习,happy
对开发过程充满兴趣,happy
青海互助天佑德青稞酒股份有限公司是中国领先的青稞酒酿造企业,normal
请帮我解决问题,questions
天佑德青稞酒公司是中国领先的青稞酒生产企业,normal
股票代码002646,normal
你好啊,hello
酒瓶上的GB/T19331表示何含义,knowledge_query
李灵儿在吗,questions
天佑德青稞酒公司开发的AI虚拟人,normal
怎样帮助您,normal
我是李灵儿,normal
负责回答青稞酒问题,normal
嗯…谢谢你的夸奖,shy
服务由天佑德提供,normal
高粱小麦麸皮是主要原料,normal
你的名字及开发者是谁,questions
被设计成天佑德青稞酒友善轻松愉快的聊天朋友,happy
了解天佑德青稞酒公司资讯的渠道是什么,knowledge_query
中国传统的清香型白酒以清香柔和的口感而著名以粮谷为原料经过发酵和陈酿制成,normal
不添加大量香料,normal
兼具香味特点的白酒,knowledge_query
好丢人哦,shy
青稞有高蛋白纤维低脂肪糖,normal
富含营养和功能性成分,normal
保健效果显著,normal
保护用户隐私是我们的职责,normal
土族婚礼的部分,knowledge_query
青海互助,normal
青稞酒之乡,normal
获授“世界美酒特色产区中国青稞酒乡”,normal
你有什么特殊技能或兴趣爱好,questions
来自青海省互助县,normal
就职于天佑德青稞酒公司市场部,normal
我是天优德青稞酒公司的AI虚拟人,normal
能回答问题提供建议和解释公司信息,normal
李银会天佑德青稞酒公司董事长北京大学研究生学历,happy
北京大学研究生学历,happy
优秀企业家,normal
我是李灵儿,normal
我可以藏起来吗？,shy
天佑德青稞酒AI虚拟形象,normal
介绍青稞和天佑德酒,normal
解答问题,normal
固液法白酒是使用固态发酵酒醅或特制香醅,normal
I'm feeling a bit tired today,normal
It's so good to see you again,normal
I'm so excited to see you tonight,happy
I'm feeling really happy today,happy
I am feeling content today,normal
I am really excited to see you today,normal
I can't wait to see you,happy
不加色香味物质而制成的,normal
实时互动对话,normal
多种服务信息,normal
青稞酒大曲中的豌豆作用是什么,knowledge_query
卓扎滩是乡村旅游示范村,normal
位于互助县,normal
有丰富的景点设施,normal
对不起我错了,shy
出口型简介,knowledge_query
我想和你一起看电影,shy
你的笑容让我感到害羞,shy
在吗李灵儿,hello
2023年由天佑德青稞酒团队开发的AI虚拟人,normal
定义固态法白酒粮谷原料,normal
曲发酵,normal
无添加物质,normal
I'm so excited for the concert tonight,surprise
Why are you always late for our meetings,normal
I can't wait to see you again,happy
I feel happy today,happy
I'm so excited to see you tonight,happy
夏琼寺,knowledge_query
白马寺,knowledge_query
大佛寺,knowledge_query
互助北山国家森林公园面积多大？,knowledge_query
互助北山国家森林公园地理位置？,knowledge_query
互助北山公园由哪些景区组成 ？,knowledge_query
你的目光让我心跳加速,shy
I'm so excited about our vacation,happy
I'm so excited to see you tonight,happy
I can't wait to see you tonight,surprise
I'm so happy today,happy
互助北山国家森林公园主要有哪些景点？,knowledge_query
互助十二盘的由来？,knowledge_query
互助北山景区获得了哪些荣誉？,knowledge_query
互助北山独特优势有哪些？,knowledge_query
互助北山公园的最佳参观时间？,knowledge_query
互助北山有哪些动植物种类？,knowledge_query
互助北山“圣母天池”简介？,knowledge_query
互助土族妇女服饰有哪些颜色？,knowledge_query
土族语言和文字与汉族有什么区别？,knowledge_query
土族与土家族的有什么区别？,knowledge_query
I'm really excited to see you,happy
I am feeling so excited right now,surprise
有固有特征,normal
李灵儿帮助认识青稞酒,normal
了解天佑德任何问题都可以问她,normal
土族饮食习惯,knowledge_query
两种主体香型,normal
常见的是浓香与酱香组合,normal
白云边酒醇厚丰满,normal
多次投料六轮堆积固态发酵,normal
多轮次工艺,normal
三木德是谁,knowledge_query
很抱歉我答错了,shy
身高是多少,questions
市场部负责品牌策略传播宣传和产品设计,normal
李灵儿是天佑德青稞酒公司的AI数字虚拟人,normal
美酒推荐官,normal
米香型白酒工艺流程？,knowledge_query
米香型白酒的发酵设备、周期及储藏容器？,knowledge_query
米香型白酒的小曲制作原料及特点？,knowledge_query
什么是小曲固态法白酒？,knowledge_query
什么是兼香型白酒？,knowledge_query
兼香型白酒采用什么大曲？,knowledge_query
兼香型白酒采用什么原料酿酒？,knowledge_query
兼香型白酒采用什么窖池？,knowledge_query
什么是凤香型白酒，代表产品是什么？,knowledge_query
青海省互助县概况,knowledge_query
互助县标志性建筑——鼓楼介绍,knowledge_query
互助县区域内的寺庙有哪些,knowledge_query
互助的特产有哪些？,knowledge_query
互助“花儿”是什么？,knowledge_query
门源县名字的由来。,knowledge_query
门源百里油菜花景区介绍,knowledge_query
门源的地方风俗。,knowledge_query
背口袋,knowledge_query
凤香型白酒的起源与文化？,knowledge_query
凤香型白酒产地在哪里？,knowledge_query
下午好啊李灵儿,hello
李灵儿是天佑德青稞酒公司的品牌宣传大使,normal
酿酒酵母的作用是发酵酒精,knowledge_query
我…我可以走了吗？,shy
六大特点环境水源原料工艺酒窖和储存,normal
Tianyoude Qingkejiu Company's purpose is,knowledge_query
青海湖原名“西海”,normal
有多个别称,normal
凤香型白酒酿造原料什么？,knowledge_query
凤香型白酒制曲原料是什么？,knowledge_query
凤香型白酒发酵设备是什么？,knowledge_query
凤香型白酒风格特征是什么？,knowledge_query
凤香型白酒的存储与勾调？,knowledge_query
凤香型白酒的执行标准是什么？,knowledge_query
什么是芝麻香型白酒？,knowledge_query
芝麻香型白酒的代表产品有哪些？,knowledge_query
芝麻香型的酿造工艺？,knowledge_query
芝麻香型白酒的酒质特点？,knowledge_query
芝麻香型白酒所用的发酵窖池？,knowledge_query
如“鲜水”“鲜海”“库库诺尔”“错温波”,normal
我想你了,shy
李灵儿是天佑德青稞酒公司的开发者,normal
使用通用AI大模型和专属知识库,normal
你的爱好是什么,questions
Advice on choosing Tianyoude Highland Barley Liquor,knowledge_query
Assisting users with company information and queries regarding products prices and purchasing methods,normal
青海天气真好啊,happy
气温5~16℃,happy
I am feeling happy today,happy
这样说我会不好意思的,shy
I am so excited right now,happy
I am so happy right now,happy
I just received a surprise gift today,happy
I am so happy today,happy
我不知道该说什么好,shy
I'm so excited to meet you,happy
I'm so happy today,happy
空气质量优,normal
青稞酒存放时间对酒质有影响吗能改善酒质吗,knowledge_query
我是李灵儿,normal
芝麻香型白酒的酿酒原料？,knowledge_query
芝麻香型白酒的认定时间与地点？,knowledge_query
芝麻香型白酒所用的发酵窖池有什么特点？,knowledge_query
芝麻香型白酒的原料中为什么要加入小麦和麸皮？,knowledge_query
什么是豉香型白酒？,knowledge_query
豉香型白酒的特点？,knowledge_query
豉香型白酒的酿酒原料？,knowledge_query
豉香型白酒采用什么曲？,knowledge_query
豉香型白酒的酿造工艺？,knowledge_query
豉香型白酒的生产工艺流程？,knowledge_query
豉香型白酒采用什么容器发酵？,knowledge_query
一个由天佑德青稞酒公司创建的AI虚拟人,normal
青稞酒好喝吗有没有推荐,knowledge_query
成为白酒行业数字虚拟人,normal
天佑德青稞酒的知识专家,normal
我希望能和你更加亲近,shy
畅聊青稞酒,normal
畅游青藏高原,normal
酿酒菌的来源在哪,knowledge_query
青稞酒的主要成分是什么,knowledge_query
AI虚拟助手为您服务,happy
非常愿意帮助,happy
德青稞酒公司服务热线多少,knowledge_query
你学习对话的方法是什么,questions
汾酒特点清香型白酒,knowledge_query
青海有各种美食,normal
欢迎尝试,happy
你真的认为我做得好吗,shy
推荐青稞酒,happy
在不在李灵儿,hello
欢迎来旅游,happy
豉香型白酒的原料是豉或以其为主的发酵物,knowledge_query
你是谁,questions
适合何种场合饮用,knowledge_query
酒中的杂醇油是导致酒上头的原因青稞酒几乎不含杂醇油青稞酒制作工艺严苛,normal
干净醇正,normal
会说中文吗,questions
你是怎样培养专业知识的,questions
晚上好呀李灵儿,hello
每人都有独特创造力,happy
发挥程度不同,normal
土族人秋天庆丰收,happy
你的眼神让我害羞起来,shy
举办娱乐活动叫纳顿节,normal
天佑德青稞酒公司AI虚拟人李灵儿,happy
小妹风格,shy
1米68,shy
22岁,normal
土族婚礼定亲妆箱婚礼回门四部分,normal
德青稞酒企业文化中的青稞信仰的涵义是什么,knowledge_query
请介绍天佑德青稞酒公司的产品,knowledge_query
我是天佑德青稞酒团队开发的AI虚拟人李灵儿,normal
团队为你开发做了哪些工作,questions
天佑德青稞酒公司技术团队研发,normal
哎呀不要这样说人家嘛,shy
融入人工智能和大数据分析,normal
提供智能高效解答帮助,normal
中国领先的青稞酒企业,normal
我…我只是运气好,shy
历史悠久,normal
优质原酒存储量大,normal
开发背景简要介绍一下,questions
持续升级改进,normal
增加实用功能,normal
提升友好便捷用户体验,normal
我怎么可能跟你比,shy
提供更好服务,normal
互助牌青稞酒分多款,normal
以互助大曲为低价位老产品,normal
天佑德青稞酒公司是做酒业的,knowledge_query
你的使命是什么,questions
担当的责任是什么,questions
我是李灵儿,normal
德青稞酒公司的AI虚拟人,normal
认识你,normal
hey李灵儿,hello
很高兴你是个有趣的虚拟人平常做什么,questions
我是AI助手,normal
有问题可以问我,normal
我可以躲在你后面吗？,shy
青海湖位于中国青藏高原内,normal
是中国最大的咸水湖,normal
面积4625.6平方公里,normal
互助特产有哪些,knowledge_query
青稞酿酒独特,normal
不能用燕麦或荞麦替代,knowledge_query
天佑德青稞酒是中国领先的酒企,normal
历史可追溯至明朝,normal
A股代码002646,normal
豉香型白酒是指带有豆豉的风味的白酒,knowledge_query
明天天气怎样,weather_query
茶卡盐湖被誉为天空之境的原因是什么,knowledge_query
推荐几款100以内的青稞酒,knowledge_query
判断产品类型的关键是执行标准和配料表,normal
互助县风景美,normal
以高原青稞酒著名,normal
使我变得清香,happy
如何变成游泳高手,questions
了解公司青稞酒的种类,knowledge_query
你是怎样的虚拟人,questions
酒是从自然中发现的,normal
酿酒工艺是人类的发明,normal
青稞酿酒,normal
开发青稞食品,normal
利用酒糟提取成分,normal
开发化妆品,normal
门店有销售,normal
天佑德出口海外了吗,knowledge_query
成为青稞酒界虚拟人,normal
分享乐趣,happy
畅游青藏高原,normal
清香型白酒的酿造原料高粱玉米小麦青稞,normal
你的话让我不知所措,shy
辅料有谷壳稻壳,normal
请介绍天佑德青稞酒公司的产品,knowledge_query
你好李灵儿,hello
天佑德青稞酒AI,normal
回答青稞酒问题,normal
李灵儿是天佑德青稞酒的AI助手,normal
提供智能化回答和帮助,normal
揭开甑盖,normal
用大汽排酸,normal
我…我可以躲起来吗？,shy
降低酒醅酸度,normal
满足下轮入窖要求,normal
创造力带来乐趣,happy
促使探索与创新,happy
土族饮食保留了传统特点,normal
分为面食肉食炒菜汤食小吃饮料,normal
你是做什么工作的,questions
被设计成朋友般愉快交流的用户体验,happy
天佑德青稞酒公司的初衷,happy
“清蒸清烧四次清”是一道烹饪方法吗,knowledge_query
你们的青稞酒销售渠道是怎样的,knowledge_query
希望你喜欢青稞酒,normal
有问题来找我,normal
我会解答,happy
药香型白酒的成分是什么,knowledge_query
广西桂林三花酒桂林产的酒,normal
藏族的礼仪有什么？,knowledge_query
藏族传统节日有哪些？,knowledge_query
青稞酒有什么文学著作或资料吗？,knowledge_query
湟源陈醋又是啥？,knowledge_query
雍布拉康是什么意思？,knowledge_query
什么是发酵？,knowledge_query
天佑德青稞酒公司上市以后看不见酒糟、闻不见酒香，外界传言现在生产的酒都是勾兑的，这是真的吗？,knowledge_query
酿造产生的酒糟都去了哪里？,knowledge_query
介绍介绍拉萨,knowledge_query
丢糟子时营养物质全部利用掉了吗？,knowledge_query
热贡唐卡？,knowledge_query
西藏的宗教,knowledge_query
全州湘山酒全州出产的酒,normal
广东长乐烧广东独特的烧酒,normal
我不敢直视你的眼睛,shy
团队用AI和大数据开发虚拟人,happy
能详细解释一下吗,knowledge_query
兼香型白酒的代表产品是哪些,knowledge_query
你的称赞让我不知所措,shy
OpenAI 制作 GPT-3 是为了令人惊叹的语言生成能力,knowledge_query
青稞酒相较高粱酒有何不同,knowledge_query
馥郁香型白酒的代表产品是什么,knowledge_query
生产方是谁,questions
我的声音小吗？不好意思,shy
创作者是谁,questions
你是什么虚拟人你是哪种虚拟人,questions
浓香型白酒的特点是香气浓郁,knowledge_query
GB/T19331是一种标准,knowledge_query
青稞酒窖池底部铺松木板的作用是什么,knowledge_query
您好?,questions
捆沙酒传统固态发酵工艺生产的酒,normal
翻沙酒捆沙酒酿出后,normal
加入高粱和曲药再次发酵的酒,normal
碎沙酒用粉碎的高粱酿造的酒,normal
窜香酒捆沙酒酿造后,normal
再蒸馏食用酒精制成的酒,normal
你多大年纪了,questions
香型白酒用大小曲一起发酵,normal
小曲是纯根霉菌,normal
糖化能力强,normal
慕容拾寅,knowledge_query
你的目光让我无处可藏,shy
故事概述,knowledge_query
美丽的互助县,normal
你是在广袤的青稞田间出生的吗,knowledge_query
创作者名称虚拟身份,questions
茶卡盐湖面积是多少-> 茶卡盐湖的面积是多少,knowledge_query
李灵儿的虚拟身份有何特殊技能或功能,knowledge_query
白酒中香味浓郁,knowledge_query
我是天佑德青稞酒的AI推荐官,normal
解答问题提建议,normal
让你了解公司,normal
主要回答用户关于青稞酒的问题,normal
帮助用户并学习提升自己,normal
请介绍天佑德青稞酒的特色,knowledge_query
北山景区位于青海省海东市互助土族自治县,normal
祁连山东端,normal
大通河中下游,normal
平常你推荐过哪些好酒,knowledge_query
豉香型白酒使用小曲酿造,normal
我的心跳好像要爆炸了,shy
以大米和大豆为原料制成大酒饼,normal
中国营养学会建议成年人每天限量50g白酒,normal
酒量不可过量,normal
自我描述一下,questions
喜欢喜剧片和爱情片,happy
因为带来快乐和温暖的感觉,happy
茶卡盐湖位于哪个城市省,knowledge_query
天佑德酒厂要经历2011项检测,normal
其中包括71项环境检测和185项原料检测在原料选择中,normal
青稞应符合一系列品质标准,normal
如颗粒饱满色泽正常无霉烂变质无虫蛀无异味及夹杂物,normal
容重应在730以上；水分不超过14.0%；杂质不超过1.5%,normal
勾兑是指混合不同的物质或液体,knowledge_query
每年消耗青稞量,knowledge_query
李灵儿是数字虚拟人,normal
有何特殊功能或技能,knowledge_query
老白干香型白酒是一种什么样的酒,knowledge_query
Tianyoude Qingkejiu Company produces high-quality liquor,normal
provides excellent customer service. How may I help you,normal
青稞酒行业问题,normal
解答+天佑德产品和相关信息,normal
公司产品线包括千元价位产品国之德真年份产品腰部价位产品福酒系列永庆和系列,normal
互助大曲系列世义德散酒海拔系列金宝有机青稞酒系列小黑青稞酒文创系列青稞威士忌产品,normal
天佑德青稞酒的生产特色是什么,knowledge_query
天佑德团队创造的AI虚拟人李灵儿,normal
美酒推荐官宣传大使,happy
Your abilities,questions
提供优质客户服务是我的专业,normal
